"Recipient","Year","Import","Regime"
"Qatar","1969",3,"Autocratic"
"Qatar","1970",6,"Autocratic"
"Qatar","1971",16,"Autocratic"
"Qatar","1975",38,"Autocratic"
"Qatar","1976",26,"Autocratic"
"Qatar","1977",55,"Autocratic"
"Qatar","1978",16,"Autocratic"
"Qatar","1979",14,"Autocratic"
"Qatar","1980",57,"Autocratic"
"Qatar","1981",48,"Autocratic"
"Qatar","1982",127,"Autocratic"
"Qatar","1983",460,"Autocratic"
"Qatar","1984",320,"Autocratic"
"Qatar","1985",2,"Autocratic"
"Qatar","1986",2,"Autocratic"
"Qatar","1987",57,"Autocratic"
"Qatar","1988",91,"Autocratic"
"Qatar","1989",10,"Autocratic"
"Qatar","1990",5,"Autocratic"
"Qatar","1991",17,"Autocratic"
"Qatar","1992",63,"Autocratic"
"Qatar","1993",10,"Autocratic"
"Qatar","1994",9,"Autocratic"
"Qatar","1995",10,"Autocratic"
"Qatar","1996",200,"Autocratic"
"Qatar","1997",237,"Autocratic"
"Qatar","1998",302,"Autocratic"
"Qatar","1999",61,"Autocratic"
"Qatar","2000",3,"Autocratic"
"Qatar","2007",27,"Autocratic"
"Qatar","2009",286,"Autocratic"
"Qatar","2010",30,"Autocratic"
"Qatar","2011",190,"Autocratic"
"Qatar","2012",335,"Autocratic"
"Qatar","2013",82,"Autocratic"
"Qatar","2014",55,"Autocratic"
"Qatar","2015",488,"Autocratic"
"Qatar","2016",596,"Autocratic"
"Qatar","2017",321,"Autocratic"
"Qatar","2018",691,"Autocratic"
"Qatar","2019",2438,"Autocratic"
"Qatar","2020",963,"Autocratic"
"Qatar","2021",2077,"Autocratic"
"Qatar","2022",3384,"Autocratic"
"Qatar","2023",1805,"Autocratic"
"Afghanistan","1955",4,"Autocratic"
"Afghanistan","1956",7,"Autocratic"
"Afghanistan","1957",89,"Autocratic"
"Afghanistan","1958",254,"Autocratic"
"Afghanistan","1959",405,"Autocratic"
"Afghanistan","1960",39,"Autocratic"
"Afghanistan","1961",55,"Autocratic"
"Afghanistan","1962",64,"Autocratic"
"Afghanistan","1963",40,"Autocratic"
"Afghanistan","1964",56,"Autocratic"
"Afghanistan","1965",91,"Autocratic"
"Afghanistan","1966",198,"Autocratic"
"Afghanistan","1967",230,"Autocratic"
"Afghanistan","1968",145,"Autocratic"
"Afghanistan","1969",92,"Autocratic"
"Afghanistan","1970",9,"Autocratic"
"Afghanistan","1971",149,"Autocratic"
"Afghanistan","1972",124,"Autocratic"
"Afghanistan","1975",90,"Autocratic"
"Afghanistan","1976",230,"Autocratic"
"Afghanistan","1977",75,"Autocratic"
"Afghanistan","1978",281,"Autocratic"
"Afghanistan","1979",365,"Autocratic"
"Afghanistan","1980",354,"Autocratic"
"Afghanistan","1981",384,"Autocratic"
"Afghanistan","1982",299,"Autocratic"
"Afghanistan","1983",241,"Autocratic"
"Afghanistan","1984",373,"Autocratic"
"Afghanistan","1985",158,"Autocratic"
"Afghanistan","1986",288,"Autocratic"
"Afghanistan","1987",567,"Autocratic"
"Afghanistan","1988",1005,"Autocratic"
"Afghanistan","1989",1976,"Autocratic"
"Afghanistan","1990",1690,"Autocratic"
"Afghanistan","1991",1236,"Autocratic"
"Afghanistan","2002",34,"Autocratic"
"Afghanistan","2005",33,"Electoral Authoritarian"
"Afghanistan","2006",3,"Electoral Authoritarian"
"Afghanistan","2007",40,"Electoral Authoritarian"
"Afghanistan","2008",148,"Electoral Authoritarian"
"Afghanistan","2009",326,"Autocratic"
"Afghanistan","2010",365,"Autocratic"
"Afghanistan","2011",633,"Autocratic"
"Afghanistan","2012",525,"Autocratic"
"Afghanistan","2013",261,"Autocratic"
"Afghanistan","2014",332,"Autocratic"
"Afghanistan","2015",139,"Autocratic"
"Afghanistan","2016",171,"Autocratic"
"Afghanistan","2017",236,"Autocratic"
"Afghanistan","2018",314,"Autocratic"
"Afghanistan","2019",383,"Autocratic"
"Afghanistan","2020",234,"Autocratic"
"Afghanistan","2021",65,"Autocratic"
"Thailand","1950",62,"Autocratic"
"Thailand","1951",91,"Autocratic"
"Thailand","1952",45,"Autocratic"
"Thailand","1953",25,"Autocratic"
"Thailand","1954",77,"Autocratic"
"Thailand","1955",49,"Autocratic"
"Thailand","1956",10,"Autocratic"
"Thailand","1957",88,"Autocratic"
"Thailand","1958",15,"Autocratic"
"Thailand","1959",10,"Autocratic"
"Thailand","1960",28,"Autocratic"
"Thailand","1961",52,"Autocratic"
"Thailand","1962",108,"Autocratic"
"Thailand","1963",108,"Autocratic"
"Thailand","1964",93,"Autocratic"
"Thailand","1965",87,"Autocratic"
"Thailand","1966",58,"Autocratic"
"Thailand","1967",140,"Autocratic"
"Thailand","1968",88,"Autocratic"
"Thailand","1969",124,"Autocratic"
"Thailand","1970",250,"Autocratic"
"Thailand","1971",243,"Autocratic"
"Thailand","1972",147,"Autocratic"
"Thailand","1973",339,"Autocratic"
"Thailand","1974",114,"Autocratic"
"Thailand","1975",88,"Electoral Authoritarian"
"Thailand","1976",155,"Autocratic"
"Thailand","1977",111,"Autocratic"
"Thailand","1978",199,"Autocratic"
"Thailand","1979",314,"Autocratic"
"Thailand","1980",330,"Autocratic"
"Thailand","1981",350,"Autocratic"
"Thailand","1982",82,"Autocratic"
"Thailand","1983",254,"Autocratic"
"Thailand","1984",350,"Autocratic"
"Thailand","1985",185,"Autocratic"
"Thailand","1986",162,"Autocratic"
"Thailand","1987",539,"Autocratic"
"Thailand","1988",623,"Electoral Authoritarian"
"Thailand","1989",289,"Electoral Authoritarian"
"Thailand","1990",235,"Electoral Authoritarian"
"Thailand","1991",572,"Autocratic"
"Thailand","1992",426,"Electoral Authoritarian"
"Thailand","1993",183,"Electoral Authoritarian"
"Thailand","1994",610,"Electoral Authoritarian"
"Thailand","1995",530,"Electoral Authoritarian"
"Thailand","1996",734,"Electoral Authoritarian"
"Thailand","1997",937,"Electoral Authoritarian"
"Thailand","1998",76,"Minimally Democratic"
"Thailand","1999",172,"Minimally Democratic"
"Thailand","2000",80,"Minimally Democratic"
"Thailand","2001",116,"Democratic"
"Thailand","2002",152,"Democratic"
"Thailand","2003",131,"Democratic"
"Thailand","2004",120,"Democratic"
"Thailand","2005",115,"Democratic"
"Thailand","2006",99,"Autocratic"
"Thailand","2007",8,"Autocratic"
"Thailand","2008",16,"Electoral Authoritarian"
"Thailand","2009",63,"Electoral Authoritarian"
"Thailand","2010",60,"Electoral Authoritarian"
"Thailand","2011",251,"Electoral Authoritarian"
"Thailand","2012",276,"Electoral Authoritarian"
"Thailand","2013",377,"Electoral Authoritarian"
"Thailand","2014",105,"Autocratic"
"Thailand","2015",183,"Autocratic"
"Thailand","2016",342,"Autocratic"
"Thailand","2017",321,"Autocratic"
"Thailand","2018",631,"Autocratic"
"Thailand","2019",291,"Autocratic"
"Thailand","2020",143,"Autocratic"
"Thailand","2021",150,"Autocratic"
"Thailand","2022",251,"Autocratic"
"Thailand","2023",279,"Electoral Authoritarian"
"Kuwait","1953",0,"Autocratic"
"Kuwait","1954",5,"Autocratic"
"Kuwait","1955",1,"Autocratic"
"Kuwait","1958",2,"Autocratic"
"Kuwait","1960",44,"Autocratic"
"Kuwait","1962",10,"Autocratic"
"Kuwait","1963",34,"Autocratic"
"Kuwait","1964",46,"Autocratic"
"Kuwait","1965",25,"Autocratic"
"Kuwait","1966",8,"Autocratic"
"Kuwait","1968",104,"Autocratic"
"Kuwait","1969",97,"Autocratic"
"Kuwait","1970",54,"Autocratic"
"Kuwait","1971",109,"Autocratic"
"Kuwait","1972",30,"Autocratic"
"Kuwait","1974",5,"Autocratic"
"Kuwait","1975",77,"Autocratic"
"Kuwait","1976",230,"Autocratic"
"Kuwait","1977",490,"Autocratic"
"Kuwait","1978",487,"Autocratic"
"Kuwait","1979",198,"Autocratic"
"Kuwait","1980",35,"Autocratic"
"Kuwait","1981",13,"Autocratic"
"Kuwait","1982",173,"Autocratic"
"Kuwait","1983",287,"Autocratic"
"Kuwait","1984",490,"Autocratic"
"Kuwait","1985",619,"Autocratic"
"Kuwait","1986",167,"Autocratic"
"Kuwait","1987",50,"Autocratic"
"Kuwait","1988",7,"Autocratic"
"Kuwait","1989",134,"Autocratic"
"Kuwait","1990",326,"Autocratic"
"Kuwait","1991",515,"Autocratic"
"Kuwait","1992",896,"Autocratic"
"Kuwait","1993",694,"Autocratic"
"Kuwait","1994",36,"Autocratic"
"Kuwait","1995",635,"Autocratic"
"Kuwait","1996",1189,"Autocratic"
"Kuwait","1997",478,"Autocratic"
"Kuwait","1998",46,"Autocratic"
"Kuwait","1999",198,"Autocratic"
"Kuwait","2000",227,"Autocratic"
"Kuwait","2001",67,"Autocratic"
"Kuwait","2002",23,"Autocratic"
"Kuwait","2003",43,"Autocratic"
"Kuwait","2004",2,"Autocratic"
"Kuwait","2005",12,"Autocratic"
"Kuwait","2006",5,"Autocratic"
"Kuwait","2007",288,"Autocratic"
"Kuwait","2008",5,"Autocratic"
"Kuwait","2009",9,"Autocratic"
"Kuwait","2010",85,"Autocratic"
"Kuwait","2011",113,"Autocratic"
"Kuwait","2012",31,"Autocratic"
"Kuwait","2013",73,"Autocratic"
"Kuwait","2014",692,"Autocratic"
"Kuwait","2015",325,"Autocratic"
"Kuwait","2016",159,"Autocratic"
"Kuwait","2017",114,"Autocratic"
"Kuwait","2018",96,"Autocratic"
"Kuwait","2019",55,"Autocratic"
"Kuwait","2020",67,"Autocratic"
"Kuwait","2021",924,"Autocratic"
"Kuwait","2022",2250,"Electoral Authoritarian"
"Kuwait","2023",434,"Electoral Authoritarian"
"Hungary","1950",56,"Autocratic"
"Hungary","1951",52,"Autocratic"
"Hungary","1952",13,"Autocratic"
"Hungary","1953",802,"Autocratic"
"Hungary","1954",699,"Autocratic"
"Hungary","1955",222,"Autocratic"
"Hungary","1956",1,"Autocratic"
"Hungary","1957",59,"Autocratic"
"Hungary","1958",259,"Autocratic"
"Hungary","1959",336,"Autocratic"
"Hungary","1960",604,"Autocratic"
"Hungary","1961",580,"Autocratic"
"Hungary","1962",295,"Autocratic"
"Hungary","1963",376,"Autocratic"
"Hungary","1964",747,"Autocratic"
"Hungary","1965",667,"Autocratic"
"Hungary","1966",150,"Autocratic"
"Hungary","1967",287,"Autocratic"
"Hungary","1968",271,"Autocratic"
"Hungary","1969",449,"Autocratic"
"Hungary","1970",24,"Autocratic"
"Hungary","1971",239,"Autocratic"
"Hungary","1972",123,"Autocratic"
"Hungary","1973",394,"Autocratic"
"Hungary","1974",554,"Autocratic"
"Hungary","1975",495,"Autocratic"
"Hungary","1976",378,"Autocratic"
"Hungary","1977",394,"Autocratic"
"Hungary","1978",660,"Autocratic"
"Hungary","1979",485,"Autocratic"
"Hungary","1980",384,"Autocratic"
"Hungary","1981",143,"Autocratic"
"Hungary","1982",179,"Autocratic"
"Hungary","1983",173,"Autocratic"
"Hungary","1984",307,"Autocratic"
"Hungary","1985",229,"Autocratic"
"Hungary","1986",80,"Autocratic"
"Hungary","1987",77,"Autocratic"
"Hungary","1988",42,"Autocratic"
"Hungary","1989",68,"Autocratic"
"Hungary","1990",15,"Democratic"
"Hungary","1991",22,"Democratic"
"Hungary","1993",928,"Democratic"
"Hungary","1994",2,"Democratic"
"Hungary","1995",1,"Democratic"
"Hungary","1996",156,"Democratic"
"Hungary","1997",99,"Democratic"
"Hungary","1998",45,"Democratic"
"Hungary","1999",71,"Democratic"
"Hungary","2000",14,"Democratic"
"Hungary","2001",14,"Democratic"
"Hungary","2004",72,"Democratic"
"Hungary","2005",13,"Democratic"
"Hungary","2006",253,"Democratic"
"Hungary","2007",196,"Democratic"
"Hungary","2008",5,"Democratic"
"Hungary","2009",4,"Democratic"
"Hungary","2010",18,"Democratic"
"Hungary","2011",8,"Democratic"
"Hungary","2013",2,"Democratic"
"Hungary","2014",7,"Minimally Democratic"
"Hungary","2016",14,"Minimally Democratic"
"Hungary","2017",5,"Minimally Democratic"
"Hungary","2018",27,"Electoral Authoritarian"
"Hungary","2019",16,"Electoral Authoritarian"
"Hungary","2020",55,"Electoral Authoritarian"
"Hungary","2021",19,"Electoral Authoritarian"
"Hungary","2022",39,"Electoral Authoritarian"
"Hungary","2023",319,"Electoral Authoritarian"
"Venezuela","1950",63,"Autocratic"
"Venezuela","1952",25,"Autocratic"
"Venezuela","1953",195,"Autocratic"
"Venezuela","1954",135,"Autocratic"
"Venezuela","1955",64,"Autocratic"
"Venezuela","1956",406,"Autocratic"
"Venezuela","1957",275,"Autocratic"
"Venezuela","1958",120,"Electoral Authoritarian"
"Venezuela","1959",9,"Democratic"
"Venezuela","1960",64,"Democratic"
"Venezuela","1961",32,"Democratic"
"Venezuela","1962",32,"Democratic"
"Venezuela","1963",34,"Democratic"
"Venezuela","1964",6,"Democratic"
"Venezuela","1966",69,"Democratic"
"Venezuela","1967",216,"Democratic"
"Venezuela","1968",20,"Democratic"
"Venezuela","1969",8,"Democratic"
"Venezuela","1970",15,"Democratic"
"Venezuela","1971",130,"Democratic"
"Venezuela","1972",165,"Democratic"
"Venezuela","1973",395,"Democratic"
"Venezuela","1974",252,"Democratic"
"Venezuela","1975",230,"Democratic"
"Venezuela","1976",170,"Democratic"
"Venezuela","1977",216,"Democratic"
"Venezuela","1978",59,"Democratic"
"Venezuela","1979",14,"Democratic"
"Venezuela","1980",370,"Democratic"
"Venezuela","1981",920,"Democratic"
"Venezuela","1982",707,"Democratic"
"Venezuela","1983",242,"Democratic"
"Venezuela","1984",234,"Democratic"
"Venezuela","1985",517,"Democratic"
"Venezuela","1986",92,"Democratic"
"Venezuela","1987",73,"Democratic"
"Venezuela","1988",105,"Democratic"
"Venezuela","1989",120,"Democratic"
"Venezuela","1990",189,"Democratic"
"Venezuela","1991",318,"Democratic"
"Venezuela","1992",72,"Democratic"
"Venezuela","1993",37,"Democratic"
"Venezuela","1994",1,"Democratic"
"Venezuela","1995",5,"Democratic"
"Venezuela","1996",37,"Democratic"
"Venezuela","1997",39,"Democratic"
"Venezuela","1998",8,"Democratic"
"Venezuela","1999",85,"Democratic"
"Venezuela","2000",108,"Minimally Democratic"
"Venezuela","2001",106,"Minimally Democratic"
"Venezuela","2002",44,"Electoral Authoritarian"
"Venezuela","2003",15,"Electoral Authoritarian"
"Venezuela","2004",9,"Electoral Authoritarian"
"Venezuela","2005",21,"Electoral Authoritarian"
"Venezuela","2006",380,"Electoral Authoritarian"
"Venezuela","2007",767,"Electoral Authoritarian"
"Venezuela","2008",738,"Electoral Authoritarian"
"Venezuela","2009",366,"Electoral Authoritarian"
"Venezuela","2010",211,"Electoral Authoritarian"
"Venezuela","2011",600,"Electoral Authoritarian"
"Venezuela","2012",689,"Electoral Authoritarian"
"Venezuela","2013",993,"Electoral Authoritarian"
"Venezuela","2014",180,"Electoral Authoritarian"
"Venezuela","2015",124,"Electoral Authoritarian"
"Venezuela","2016",95,"Electoral Authoritarian"
"Venezuela","2018",14,"Autocratic"
"Venezuela","2020",79,"Autocratic"
"Venezuela","2023",81,"Autocratic"
"Peru","1950",2,"Autocratic"
"Peru","1951",24,"Autocratic"
"Peru","1952",85,"Autocratic"
"Peru","1953",17,"Autocratic"
"Peru","1954",111,"Autocratic"
"Peru","1955",35,"Autocratic"
"Peru","1956",175,"Electoral Authoritarian"
"Peru","1957",117,"Electoral Authoritarian"
"Peru","1958",30,"Electoral Authoritarian"
"Peru","1959",175,"Electoral Authoritarian"
"Peru","1960",191,"Electoral Authoritarian"
"Peru","1961",96,"Electoral Authoritarian"
"Peru","1962",14,"Autocratic"
"Peru","1963",24,"Electoral Authoritarian"
"Peru","1964",18,"Electoral Authoritarian"
"Peru","1965",52,"Electoral Authoritarian"
"Peru","1966",65,"Electoral Authoritarian"
"Peru","1967",26,"Electoral Authoritarian"
"Peru","1968",188,"Electoral Authoritarian"
"Peru","1969",96,"Autocratic"
"Peru","1970",35,"Autocratic"
"Peru","1971",157,"Autocratic"
"Peru","1972",198,"Autocratic"
"Peru","1973",476,"Autocratic"
"Peru","1974",561,"Autocratic"
"Peru","1975",555,"Autocratic"
"Peru","1976",373,"Autocratic"
"Peru","1977",933,"Autocratic"
"Peru","1978",748,"Autocratic"
"Peru","1979",641,"Autocratic"
"Peru","1980",697,"Electoral Authoritarian"
"Peru","1981",858,"Democratic"
"Peru","1982",271,"Democratic"
"Peru","1983",320,"Democratic"
"Peru","1984",361,"Democratic"
"Peru","1985",215,"Democratic"
"Peru","1986",254,"Democratic"
"Peru","1987",614,"Democratic"
"Peru","1988",241,"Democratic"
"Peru","1989",10,"Democratic"
"Peru","1990",104,"Democratic"
"Peru","1991",108,"Democratic"
"Peru","1992",130,"Electoral Authoritarian"
"Peru","1993",43,"Electoral Authoritarian"
"Peru","1994",175,"Autocratic"
"Peru","1995",47,"Autocratic"
"Peru","1996",121,"Electoral Authoritarian"
"Peru","1997",373,"Electoral Authoritarian"
"Peru","1998",51,"Electoral Authoritarian"
"Peru","1999",94,"Electoral Authoritarian"
"Peru","2000",18,"Autocratic"
"Peru","2001",10,"Democratic"
"Peru","2002",16,"Democratic"
"Peru","2003",22,"Democratic"
"Peru","2004",47,"Democratic"
"Peru","2005",368,"Democratic"
"Peru","2006",193,"Democratic"
"Peru","2007",172,"Democratic"
"Peru","2009",43,"Democratic"
"Peru","2010",46,"Democratic"
"Peru","2011",71,"Democratic"
"Peru","2012",5,"Democratic"
"Peru","2013",15,"Democratic"
"Peru","2014",153,"Democratic"
"Peru","2015",211,"Democratic"
"Peru","2016",168,"Democratic"
"Peru","2017",28,"Democratic"
"Peru","2018",103,"Democratic"
"Peru","2019",0,"Democratic"
"Peru","2020",28,"Democratic"
"Peru","2021",62,"Democratic"
"Peru","2022",38,"Democratic"
"Peru","2023",22,"Democratic"
"Sweden","1950",225,"Democratic"
"Sweden","1951",297,"Democratic"
"Sweden","1952",316,"Democratic"
"Sweden","1953",431,"Democratic"
"Sweden","1954",319,"Democratic"
"Sweden","1955",447,"Democratic"
"Sweden","1956",541,"Democratic"
"Sweden","1957",253,"Democratic"
"Sweden","1958",170,"Democratic"
"Sweden","1959",253,"Democratic"
"Sweden","1960",227,"Democratic"
"Sweden","1961",165,"Democratic"
"Sweden","1962",130,"Democratic"
"Sweden","1963",320,"Democratic"
"Sweden","1964",403,"Democratic"
"Sweden","1965",323,"Democratic"
"Sweden","1966",299,"Democratic"
"Sweden","1967",339,"Democratic"
"Sweden","1968",222,"Democratic"
"Sweden","1969",157,"Democratic"
"Sweden","1970",122,"Democratic"
"Sweden","1971",122,"Democratic"
"Sweden","1972",171,"Democratic"
"Sweden","1973",231,"Democratic"
"Sweden","1974",256,"Democratic"
"Sweden","1975",292,"Democratic"
"Sweden","1976",214,"Democratic"
"Sweden","1977",114,"Democratic"
"Sweden","1978",229,"Democratic"
"Sweden","1979",250,"Democratic"
"Sweden","1980",248,"Democratic"
"Sweden","1981",440,"Democratic"
"Sweden","1982",158,"Democratic"
"Sweden","1983",179,"Democratic"
"Sweden","1984",106,"Democratic"
"Sweden","1985",84,"Democratic"
"Sweden","1986",118,"Democratic"
"Sweden","1987",125,"Democratic"
"Sweden","1988",152,"Democratic"
"Sweden","1989",127,"Democratic"
"Sweden","1990",94,"Democratic"
"Sweden","1991",55,"Democratic"
"Sweden","1992",60,"Democratic"
"Sweden","1993",46,"Democratic"
"Sweden","1994",307,"Democratic"
